#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
2.02814e+14	6.8076e+03	2.868e-21	2.7826e+01	3.0258e+01	7.8640e-15	1.3901e-03	9.9861e-01	4.6179e-03	9.7208e-01	2.3298e-02	5.4667e-19	3.3491e-05	8.0240e-02	9.1232e-01	7.4029e-03	1.8949e-04	1.6419e-01	8.2714e-01	8.4732e-03	1.1755e-36	1.1755e-36	5.8455e-27	0.00e+00	0.00e+00	9.9047e-05
1.21688e+15	6.8061e+03	2.868e-21	2.7826e+01	3.0255e+01	7.8700e-15	1.3898e-03	9.9861e-01	4.6180e-03	9.7210e-01	2.3282e-02	5.4603e-19	3.3465e-05	8.0237e-02	9.1231e-01	7.4218e-03	1.8935e-04	1.6410e-01	8.2726e-01	8.4447e-03	1.1755e-36	1.1755e-36	5.8366e-27	0.00e+00	0.00e+00	4.9516e-04
5.27316e+15	6.8028e+03	2.866e-21	2.7826e+01	3.0254e+01	7.8840e-15	1.3894e-03	9.9861e-01	4.6198e-03	9.7224e-01	2.3142e-02	5.4546e-19	3.3429e-05	8.0256e-02	9.1230e-01	7.4138e-03	1.8925e-04	1.6405e-01	8.2744e-01	8.3262e-03	1.1755e-36	1.1755e-36	5.8258e-27	0.00e+00	0.00e+00	2.0791e-03
2.14983e+16	6.7922e+03	2.861e-21	2.7826e+01	3.0253e+01	7.9430e-15	1.3892e-03	9.9861e-01	4.6296e-03	9.7297e-01	2.2401e-02	5.4576e-19	3.3400e-05	8.0360e-02	9.1225e-01	7.3519e-03	1.8938e-04	1.6411e-01	8.2784e-01	7.8670e-03	1.1755e-36	1.1755e-36	5.8153e-27	0.00e+00	0.00e+00	8.4139e-03
5.13525e+16	6.7628e+03	2.842e-21	2.7826e+01	3.0251e+01	7.9994e-15	1.3812e-03	9.9862e-01	4.6359e-03	9.7338e-01	2.1980e-02	5.3690e-19	3.3215e-05	8.0456e-02	9.1221e-01	7.2972e-03	1.8820e-04	1.6383e-01	8.2874e-01	7.2495e-03	1.1755e-36	1.1755e-36	5.6484e-27	0.00e+00	0.00e+00	1.6602e-02
9.01629e+16	6.7282e+03	2.822e-21	2.7826e+01	3.0249e+01	8.1038e-15	1.3743e-03	9.9863e-01	4.6500e-03	9.7457e-01	2.0780e-02	5.3017e-19	3.3119e-05	8.0621e-02	9.1216e-01	7.1809e-03	1.8744e-04	1.6377e-01	8.2955e-01	6.4955e-03	1.1755e-36	1.1755e-36	5.5076e-27	0.00e+00	0.00e+00	2.7193e-02
1.40617e+17	6.6901e+03	2.800e-21	2.7826e+01	3.0245e+01	8.2263e-15	1.3674e-03	9.9863e-01	4.6708e-03	9.7649e-01	1.8839e-02	5.2380e-19	3.3067e-05	8.0843e-02	9.1211e-01	7.0098e-03	1.8701e-04	1.6392e-01	8.3028e-01	5.6110e-03	1.1755e-36	1.1755e-36	5.3630e-27	0.00e+00	0.00e+00	4.0892e-02
2.06206e+17	6.6474e+03	2.776e-21	2.7826e+01	3.0239e+01	8.3957e-15	1.3607e-03	9.9864e-01	4.6996e-03	9.7912e-01	1.6178e-02	5.1954e-19	3.3060e-05	8.1146e-02	9.1204e-01	6.7843e-03	1.8707e-04	1.6442e-01	8.3077e-01	4.6191e-03	1.1755e-36	1.1755e-36	5.2436e-27	0.00e+00	0.00e+00	5.8614e-02
2.91473e+17	6.5991e+03	2.748e-21	2.7826e+01	3.0232e+01	8.5855e-15	1.3547e-03	9.9865e-01	4.7375e-03	9.8232e-01	1.2941e-02	5.1574e-19	3.3113e-05	8.1560e-02	9.1189e-01	6.5116e-03	1.8791e-04	1.6544e-01	8.3081e-01	3.5699e-03	1.1755e-36	1.1755e-36	5.1048e-27	0.00e+00	0.00e+00	8.1551e-02
4.02319e+17	6.5444e+03	2.716e-21	2.7826e+01	3.0223e+01	8.8475e-15	1.3498e-03	9.9865e-01	4.7858e-03	9.8577e-01	9.4422e-03	5.1572e-19	3.3248e-05	8.2127e-02	9.1163e-01	6.2092e-03	1.8981e-04	1.6712e-01	8.3015e-01	2.5423e-03	1.1755e-36	1.1755e-36	5.0006e-27	0.00e+00	0.00e+00	1.1126e-01
5.46420e+17	6.4831e+03	2.682e-21	2.7826e+01	3.0215e+01	9.1680e-15	1.3472e-03	9.9865e-01	4.8452e-03	9.8902e-01	6.1326e-03	5.1837e-19	3.3496e-05	8.2893e-02	9.1117e-01	5.9015e-03	1.9307e-04	1.6956e-01	8.2862e-01	1.6311e-03	1.1755e-36	1.1755e-36	4.8970e-27	0.00e+00	0.00e+00	1.4981e-01
7.33751e+17	6.4152e+03	2.645e-21	2.7826e+01	3.0208e+01	9.5950e-15	1.3481e-03	9.9865e-01	4.9182e-03	9.9163e-01	3.4496e-03	5.2637e-19	3.3910e-05	8.3925e-02	9.1043e-01	5.6108e-03	1.9799e-04	1.7279e-01	8.2609e-01	9.1844e-04	1.1755e-36	1.1755e-36	4.8303e-27	0.00e+00	0.00e+00	1.9996e-01
9.77280e+17	6.3420e+03	2.607e-21	2.7826e+01	3.0203e+01	1.0172e-14	1.3545e-03	9.9865e-01	5.0091e-03	9.9336e-01	1.6322e-03	5.4196e-19	3.4552e-05	8.5306e-02	9.0931e-01	5.3465e-03	2.0497e-04	1.7680e-01	8.2255e-01	4.4099e-04	1.1755e-36	1.1755e-36	4.8233e-27	0.00e+00	0.00e+00	2.6546e-01
1.29387e+18	6.2662e+03	2.569e-21	2.7826e+01	3.0199e+01	1.0917e-14	1.3693e-03	9.9863e-01	5.1260e-03	9.9424e-01	6.3083e-04	5.6710e-19	3.5525e-05	8.7159e-02	9.0771e-01	5.1004e-03	2.1477e-04	1.8169e-01	8.1792e-01	1.7534e-04	1.1755e-36	1.1755e-36	4.8799e-27	0.00e+00	0.00e+00	3.5154e-01
1.70543e+18	6.1928e+03	2.531e-21	2.7826e+01	3.0197e+01	1.1889e-14	1.3973e-03	9.9860e-01	5.2829e-03	9.9452e-01	1.9425e-04	6.0840e-19	3.6995e-05	8.9675e-02	9.0544e-01	4.8512e-03	2.2893e-04	1.8780e-01	8.1192e-01	5.6320e-05	1.1755e-36	1.1755e-36	5.0571e-27	0.00e+00	0.00e+00	4.6574e-01
2.24047e+18	6.1308e+03	2.495e-21	2.7826e+01	3.0195e+01	1.3189e-14	1.4457e-03	9.9855e-01	5.5010e-03	9.9445e-01	4.7248e-05	6.7997e-19	3.9208e-05	9.3146e-02	9.0224e-01	4.5763e-03	2.5008e-04	1.9573e-01	8.0400e-01	1.4466e-05	1.1755e-36	1.1755e-36	5.4890e-27	0.00e+00	0.00e+00	6.1933e-01
2.93602e+18	6.0941e+03	2.465e-21	2.7826e+01	3.0191e+01	1.4875e-14	1.5271e-03	9.9847e-01	5.8147e-03	9.9418e-01	9.3009e-06	8.0600e-19	4.2678e-05	9.8067e-02	8.9763e-01	4.2570e-03	2.8334e-04	2.0659e-01	7.9313e-01	3.0172e-06	1.1755e-36	1.1755e-36	6.3618e-27	0.00e+00	0.00e+00	8.3025e-01
3.84023e+18	6.1036e+03	2.446e-21	2.7826e+01	3.0186e+01	1.7148e-14	1.6657e-03	9.9833e-01	6.2894e-03	9.9371e-01	1.5713e-06	1.0506e-18	4.8234e-05	1.0532e-01	8.9075e-01	3.8776e-03	3.3905e-04	2.2205e-01	7.7761e-01	5.2971e-07	1.1755e-36	1.1755e-36	8.2457e-27	0.00e+00	0.00e+00	1.1293e+00
4.84193e+18	6.1675e+03	2.441e-21	2.7826e+01	3.0180e+01	1.9717e-14	1.8596e-03	9.9814e-01	6.8864e-03	9.9311e-01	2.9592e-07	1.4505e-18	5.5622e-05	1.1425e-01	8.8219e-01	3.4973e-03	4.1989e-04	2.4098e-01	7.5860e-01	1.1755e-36	1.1755e-36	1.1755e-36	1.1583e-26	0.00e+00	0.00e+00	1.4499e+00
5.70818e+18	6.2864e+03	2.456e-21	2.7826e+01	3.0171e+01	2.1942e-14	2.0839e-03	9.9792e-01	7.5113e-03	9.9249e-01	8.7050e-08	2.0148e-18	6.3771e-05	1.2330e-01	8.7345e-01	3.1928e-03	5.1762e-04	2.6004e-01	7.3944e-01	1.1755e-36	1.1755e-36	1.1755e-36	1.6739e-26	0.00e+00	0.00e+00	1.7249e+00
6.36826e+18	6.4204e+03	2.479e-21	2.7826e+01	3.0162e+01	2.3950e-14	2.3080e-03	9.9769e-01	8.1036e-03	9.9190e-01	3.8434e-08	2.7367e-18	7.1553e-05	1.3160e-01	8.6536e-01	2.9644e-03	6.2143e-04	2.7747e-01	7.2191e-01	1.1755e-36	1.1755e-36	1.1755e-36	2.3941e-26	0.00e+00	0.00e+00	1.9555e+00
6.89623e+18	6.5414e+03	2.506e-21	2.7826e+01	3.0154e+01	2.6252e-14	2.5347e-03	9.9747e-01	8.6892e-03	9.9131e-01	2.0959e-08	3.6619e-18	7.9293e-05	1.3965e-01	8.5750e-01	2.7724e-03	7.3375e-04	2.9430e-01	7.0497e-01	1.1755e-36	1.1755e-36	1.1755e-36	3.3727e-26	0.00e+00	0.00e+00	2.1724e+00
