#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.92958e+14	5.8301e+03	3.400e-22	1.0000e+01	1.0124e+01	2.6787e-09	6.1506e-02	9.3849e-01	1.9873e-01	8.0099e-01	2.8151e-04	4.9157e-13	1.4610e-02	8.0961e-01	1.7578e-01	4.2481e-06	7.4745e-02	9.1565e-01	9.6057e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0706e-20	0.00e+00	0.00e+00	1.4990e-03
1.15775e+15	5.8207e+03	3.383e-22	1.0000e+01	1.0085e+01	2.6832e-09	6.1273e-02	9.3873e-01	1.9836e-01	8.0135e-01	2.8227e-04	4.8582e-13	1.4507e-02	8.0938e-01	1.7611e-01	4.2761e-06	7.4469e-02	9.1589e-01	9.6444e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0523e-20	0.00e+00	0.00e+00	7.4722e-03
5.01690e+15	5.7981e+03	3.366e-22	1.0000e+01	1.0079e+01	2.7524e-09	6.1341e-02	9.3866e-01	1.9919e-01	8.0053e-01	2.8060e-04	4.8878e-13	1.4487e-02	8.1018e-01	1.7533e-01	4.2443e-06	7.4569e-02	9.1582e-01	9.6134e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0624e-20	0.00e+00	0.00e+00	3.1392e-02
2.04535e+16	5.7322e+03	3.322e-22	1.0000e+01	1.0067e+01	3.0366e-09	6.2189e-02	9.3781e-01	2.0285e-01	7.9688e-01	2.7361e-04	5.1149e-13	1.4616e-02	8.1341e-01	1.7197e-01	4.0756e-06	7.5656e-02	9.1495e-01	9.3891e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.1389e-20	0.00e+00	0.00e+00	1.2839e-01
4.88569e+16	5.5108e+03	3.195e-22	1.0000e+01	1.0066e+01	3.7762e-09	6.1886e-02	9.3811e-01	2.0866e-01	7.9107e-01	2.6212e-04	5.2611e-13	1.4606e-02	8.1881e-01	1.6658e-01	3.9079e-06	7.5439e-02	9.1522e-01	9.3414e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.2087e-20	0.00e+00	0.00e+00	2.5388e-01
7.58365e+16	5.3140e+03	3.091e-22	1.0000e+01	1.0065e+01	4.5910e-09	6.1517e-02	9.3848e-01	2.1338e-01	7.8637e-01	2.5314e-04	5.4010e-13	1.4591e-02	8.2316e-01	1.6225e-01	3.7786e-06	7.5126e-02	9.1556e-01	9.3165e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.2905e-20	0.00e+00	0.00e+00	3.3877e-01
9.56124e+16	5.2223e+03	3.043e-22	1.0000e+01	1.0057e+01	5.1681e-09	6.2041e-02	9.3796e-01	2.1699e-01	7.8276e-01	2.4702e-04	5.6430e-13	1.4705e-02	8.2618e-01	1.5911e-01	3.6435e-06	7.5839e-02	9.1501e-01	9.1479e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.4012e-20	0.00e+00	0.00e+00	4.0812e-01
1.15968e+17	5.1694e+03	3.016e-22	1.0000e+01	1.0047e+01	5.7584e-09	6.3409e-02	9.3659e-01	2.2143e-01	7.7833e-01	2.4032e-04	6.0619e-13	1.4953e-02	8.2953e-01	1.5552e-01	3.4564e-06	7.7565e-02	9.1361e-01	8.8270e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.5794e-20	0.00e+00	0.00e+00	5.0027e-01
1.42431e+17	5.1169e+03	2.986e-22	1.0000e+01	1.0026e+01	6.5706e-09	6.5464e-02	9.3454e-01	2.2733e-01	7.7244e-01	2.3209e-04	6.6971e-13	1.5312e-02	8.3373e-01	1.5096e-01	3.2167e-06	8.0136e-02	9.1148e-01	8.3843e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.8621e-20	0.00e+00	0.00e+00	6.2394e-01
1.76833e+17	5.0754e+03	2.950e-22	1.0000e+01	9.9843e+00	7.6474e-09	6.8505e-02	9.3150e-01	2.3507e-01	7.6471e-01	2.2235e-04	7.6577e-13	1.5816e-02	8.3887e-01	1.4531e-01	2.9202e-06	8.3913e-02	9.0830e-01	7.7890e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.3141e-20	0.00e+00	0.00e+00	7.9219e-01
2.21555e+17	5.0389e+03	2.923e-22	1.0000e+01	9.9288e+00	9.3582e-09	7.3451e-02	9.2655e-01	2.4624e-01	7.5355e-01	2.0982e-04	9.3618e-13	1.6584e-02	8.4566e-01	1.3776e-01	2.5383e-06	9.0014e-02	9.0301e-01	6.9807e-03	1.1755e-36	1.1755e-36	1.1755e-36	3.1962e-20	0.00e+00	0.00e+00	1.0267e+00
2.79016e+17	5.0387e+03	2.892e-22	1.0000e+01	9.8276e+00	1.1791e-08	8.1160e-02	9.1884e-01	2.6158e-01	7.3823e-01	1.9524e-04	1.2308e-12	1.7673e-02	8.5391e-01	1.2842e-01	2.0928e-06	9.9450e-02	8.9459e-01	5.9560e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.9099e-20	0.00e+00	0.00e+00	1.3566e+00
3.26796e+17	5.0703e+03	2.879e-22	1.0000e+01	9.7467e+00	1.3824e-08	8.8336e-02	9.1166e-01	2.7300e-01	7.2681e-01	1.8702e-04	1.5323e-12	1.8569e-02	8.5946e-01	1.2197e-01	1.7959e-06	1.0817e-01	8.8663e-01	5.2061e-03	1.1755e-36	1.1755e-36	1.1755e-36	6.9013e-20	0.00e+00	0.00e+00	1.5306e+00
3.53001e+17	5.1116e+03	2.875e-22	1.0000e+01	9.6899e+00	1.4949e-08	9.3260e-02	9.0674e-01	2.8020e-01	7.1962e-01	1.8235e-04	1.7511e-12	1.9136e-02	8.6267e-01	1.1819e-01	1.6312e-06	1.1411e-01	8.8112e-01	4.7740e-03	1.1755e-36	1.1755e-36	1.1755e-36	8.4271e-20	0.00e+00	0.00e+00	1.6556e+00
3.77399e+17	5.1498e+03	2.871e-22	1.0000e+01	9.6274e+00	1.6348e-08	9.8782e-02	9.0122e-01	2.8847e-01	7.1136e-01	1.7687e-04	2.0261e-12	1.9738e-02	8.6617e-01	1.1409e-01	1.4691e-06	1.2075e-01	8.7489e-01	4.3540e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0487e-19	0.00e+00	0.00e+00	1.8276e+00
4.07309e+17	5.1942e+03	2.876e-22	1.0000e+01	9.5648e+00	1.8526e-08	1.0662e-01	8.9338e-01	2.9942e-01	7.0041e-01	1.7004e-04	2.4695e-12	2.0547e-02	8.7063e-01	1.0882e-01	1.2789e-06	1.3015e-01	8.6599e-01	3.8591e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.4154e-19	0.00e+00	0.00e+00	2.0447e+00
4.37136e+17	5.2562e+03	2.869e-22	1.0000e+01	9.4500e+00	2.0525e-08	1.1488e-01	8.8512e-01	3.0984e-01	6.9000e-01	1.6472e-04	2.9652e-12	2.1238e-02	8.7444e-01	1.0432e-01	1.1206e-06	1.3999e-01	8.5659e-01	3.4172e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.8580e-19	0.00e+00	0.00e+00	2.2436e+00
4.64919e+17	5.3147e+03	2.868e-22	1.0000e+01	9.3592e+00	2.3002e-08	1.2417e-01	8.7583e-01	3.2101e-01	6.7883e-01	1.5915e-04	3.6116e-12	2.1979e-02	8.7841e-01	9.9608e-02	9.7421e-07	1.5102e-01	8.4597e-01	3.0116e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.4967e-19	0.00e+00	0.00e+00	2.4643e+00
4.92065e+17	5.3783e+03	2.862e-22	1.0000e+01	9.2496e+00	2.5717e-08	1.3435e-01	8.6565e-01	3.3238e-01	6.6747e-01	1.5409e-04	4.4048e-12	2.2674e-02	8.8219e-01	9.5131e-02	8.4573e-07	1.6304e-01	8.3432e-01	2.6449e-03	1.1755e-36	1.1755e-36	1.1755e-36	3.3596e-19	0.00e+00	0.00e+00	2.6861e+00
5.17515e+17	5.4404e+03	2.853e-22	1.0000e+01	9.1309e+00	2.8764e-08	1.4520e-01	8.5480e-01	3.4382e-01	6.5603e-01	1.4940e-04	5.3668e-12	2.3309e-02	8.8580e-01	9.0892e-02	7.3516e-07	1.7577e-01	8.2191e-01	2.3235e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.5180e-19	0.00e+00	0.00e+00	2.9131e+00
5.41581e+17	5.5008e+03	2.837e-22	1.0000e+01	8.9984e+00	3.2154e-08	1.5667e-01	8.4333e-01	3.5531e-01	6.4454e-01	1.4505e-04	6.5227e-12	2.3864e-02	8.8922e-01	8.6915e-02	6.4041e-07	1.8916e-01	8.0880e-01	2.0423e-03	1.1755e-36	1.1755e-36	1.1755e-36	6.0583e-19	0.00e+00	0.00e+00	3.1443e+00
5.64354e+17	5.5510e+03	2.828e-22	1.0000e+01	8.8904e+00	3.6583e-08	1.6949e-01	8.3051e-01	3.6752e-01	6.3234e-01	1.4043e-04	8.0591e-12	2.4456e-02	8.9276e-01	8.2788e-02	5.5419e-07	2.0403e-01	7.9418e-01	1.7885e-03	1.1755e-36	1.1755e-36	1.1755e-36	8.3722e-19	0.00e+00	0.00e+00	3.3816e+00
5.84597e+17	5.6059e+03	2.802e-22	1.0000e+01	8.7421e+00	4.0456e-08	1.8133e-01	8.1867e-01	3.7784e-01	6.2202e-01	1.3731e-04	9.6029e-12	2.4807e-02	8.9560e-01	7.9588e-02	4.8998e-07	2.1767e-01	7.8074e-01	1.5885e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0920e-18	0.00e+00	0.00e+00	3.5913e+00
6.03318e+17	5.6474e+03	2.774e-22	1.0000e+01	8.5988e+00	4.5243e-08	1.9367e-01	8.0633e-01	3.8860e-01	6.1127e-01	1.3392e-04	1.1491e-11	2.5123e-02	8.9847e-01	7.6410e-02	4.3330e-07	2.3182e-01	7.6677e-01	1.4134e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.4396e-18	0.00e+00	0.00e+00	3.8253e+00
6.21921e+17	5.6878e+03	2.742e-22	1.0000e+01	8.4511e+00	5.0881e-08	2.0713e-01	7.9287e-01	3.9973e-01	6.0014e-01	1.3060e-04	1.3852e-11	2.5398e-02	9.0134e-01	7.3258e-02	3.8193e-07	2.4714e-01	7.5160e-01	1.2527e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.9227e-18	0.00e+00	0.00e+00	4.0617e+00
6.39118e+17	5.7215e+03	2.708e-22	1.0000e+01	8.3037e+00	5.7226e-08	2.2075e-01	7.7925e-01	4.1051e-01	5.8936e-01	1.2754e-04	1.6616e-11	2.5603e-02	9.0406e-01	7.0338e-02	3.3853e-07	2.6256e-01	7.3632e-01	1.1154e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.5554e-18	0.00e+00	0.00e+00	4.2891e+00
6.54633e+17	5.7483e+03	2.671e-22	1.0000e+01	8.1617e+00	6.4121e-08	2.3410e-01	7.6590e-01	4.2057e-01	5.7930e-01	1.2485e-04	1.9736e-11	2.5744e-02	9.0656e-01	6.7695e-02	3.0256e-07	2.7757e-01	7.2143e-01	1.0004e-03	1.1755e-36	1.1755e-36	1.1755e-36	3.3529e-18	0.00e+00	0.00e+00	4.5067e+00
6.68833e+17	5.7750e+03	2.631e-22	1.0000e+01	8.0221e+00	7.1132e-08	2.4706e-01	7.5294e-01	4.3000e-01	5.6988e-01	1.2250e-04	2.3151e-11	2.5820e-02	9.0887e-01	6.5314e-02	2.7253e-07	2.9205e-01	7.0705e-01	9.0294e-04	1.1755e-36	1.1755e-36	1.1755e-36	4.3127e-18	0.00e+00	0.00e+00	4.7202e+00
6.82617e+17	5.7836e+03	2.590e-22	1.0000e+01	7.8772e+00	8.0510e-08	2.6086e-01	7.3914e-01	4.3997e-01	5.5991e-01	1.1990e-04	2.7519e-11	2.5861e-02	9.1124e-01	6.2900e-02	2.4492e-07	3.0738e-01	6.9180e-01	8.1407e-04	1.1755e-36	1.1755e-36	1.1755e-36	5.7029e-18	0.00e+00	0.00e+00	4.9489e+00
6.95518e+17	5.7952e+03	2.546e-22	1.0000e+01	7.7352e+00	9.0113e-08	2.7437e-01	7.2563e-01	4.4914e-01	5.5074e-01	1.1776e-04	3.2335e-11	2.5849e-02	9.1342e-01	6.0733e-02	2.2169e-07	3.2229e-01	6.7697e-01	7.3772e-04	1.1755e-36	1.1755e-36	1.1755e-36	7.4022e-18	0.00e+00	0.00e+00	5.1553e+00
7.07070e+17	5.8017e+03	2.502e-22	1.0000e+01	7.5996e+00	1.0027e-07	2.8717e-01	7.1283e-01	4.5772e-01	5.4217e-01	1.1580e-04	3.7589e-11	2.5797e-02	9.1542e-01	5.8786e-02	2.0232e-07	3.3633e-01	6.6300e-01	6.7365e-04	1.1755e-36	1.1755e-36	1.1755e-36	9.4570e-18	0.00e+00	0.00e+00	5.3582e+00
7.18183e+17	5.8024e+03	2.456e-22	1.0000e+01	7.4645e+00	1.1199e-07	3.0022e-01	6.9978e-01	4.6628e-01	5.3360e-01	1.1386e-04	4.3788e-11	2.5720e-02	9.1739e-01	5.6890e-02	1.8483e-07	3.5056e-01	6.4882e-01	6.1569e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.2150e-17	0.00e+00	0.00e+00	5.5675e+00
7.28978e+17	5.8011e+03	2.407e-22	1.0000e+01	7.3257e+00	1.2498e-07	3.1338e-01	6.8662e-01	4.7470e-01	5.2519e-01	1.1204e-04	5.0935e-11	2.5600e-02	9.1931e-01	5.5091e-02	1.6924e-07	3.6483e-01	6.3461e-01	5.6341e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.5590e-17	0.00e+00	0.00e+00	5.7762e+00
7.39325e+17	5.7940e+03	2.359e-22	1.0000e+01	7.1929e+00	1.4006e-07	3.2681e-01	6.7319e-01	4.8315e-01	5.1674e-01	1.1018e-04	5.9457e-11	2.5473e-02	9.2120e-01	5.3326e-02	1.5508e-07	3.7930e-01	6.2018e-01	5.1602e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.0158e-17	0.00e+00	0.00e+00	5.9856e+00
7.49112e+17	5.7865e+03	2.308e-22	1.0000e+01	7.0564e+00	1.5598e-07	3.3976e-01	6.6024e-01	4.9105e-01	5.0884e-01	1.0860e-04	6.8830e-11	2.5298e-02	9.2297e-01	5.1731e-02	1.4292e-07	3.9317e-01	6.0635e-01	4.7466e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.5730e-17	0.00e+00	0.00e+00	6.1878e+00
7.58442e+17	5.7754e+03	2.257e-22	1.0000e+01	6.9206e+00	1.7365e-07	3.5258e-01	6.4742e-01	4.9876e-01	5.0113e-01	1.0709e-04	7.9550e-11	2.5099e-02	9.2469e-01	5.0215e-02	1.3207e-07	4.0682e-01	5.9275e-01	4.3761e-04	1.1755e-36	1.1755e-36	1.1755e-36	3.2795e-17	0.00e+00	0.00e+00	6.3934e+00
7.67598e+17	5.7614e+03	2.204e-22	1.0000e+01	6.7837e+00	1.9369e-07	3.6559e-01	6.3441e-01	5.0646e-01	4.9343e-01	1.0561e-04	9.2136e-11	2.4877e-02	9.2638e-01	4.8740e-02	1.1755e-36	4.2059e-01	5.7901e-01	4.0350e-04	1.1755e-36	1.1755e-36	1.1755e-36	4.1994e-17	0.00e+00	0.00e+00	6.6029e+00
7.76524e+17	5.7444e+03	2.151e-22	1.0000e+01	6.6463e+00	2.1629e-07	3.7867e-01	6.2133e-01	5.1406e-01	4.8583e-01	1.0420e-04	1.0682e-10	2.4632e-02	9.2805e-01	4.7319e-02	1.1755e-36	4.3435e-01	5.6527e-01	3.7237e-04	1.1755e-36	1.1755e-36	1.1755e-36	5.3930e-17	0.00e+00	0.00e+00	6.8127e+00
7.85110e+17	5.7243e+03	2.097e-22	1.0000e+01	6.5100e+00	2.4149e-07	3.9161e-01	6.0839e-01	5.2145e-01	4.7844e-01	1.0286e-04	1.2376e-10	2.4370e-02	9.2966e-01	4.5970e-02	1.1755e-36	4.4789e-01	5.5176e-01	3.4432e-04	1.1755e-36	1.1755e-36	1.1755e-36	6.9247e-17	0.00e+00	0.00e+00	7.0204e+00
7.93333e+17	5.7022e+03	2.044e-22	1.0000e+01	6.3759e+00	2.6923e-07	4.0431e-01	5.9569e-01	5.2860e-01	4.7130e-01	1.0160e-04	1.4309e-10	2.4094e-02	9.3121e-01	4.4694e-02	1.1755e-36	4.6111e-01	5.3857e-01	3.1911e-04	1.1755e-36	1.1755e-36	1.1755e-36	8.8689e-17	0.00e+00	0.00e+00	7.2259e+00
8.01261e+17	5.6779e+03	1.991e-22	1.0000e+01	6.2438e+00	3.0002e-07	4.1686e-01	5.8314e-01	5.3557e-01	4.6433e-01	1.0041e-04	1.6533e-10	2.3807e-02	9.3272e-01	4.3477e-02	1.1755e-36	4.7409e-01	5.2562e-01	2.9624e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.1355e-16	0.00e+00	0.00e+00	7.4314e+00
8.08971e+17	5.6512e+03	1.938e-22	1.0000e+01	6.1128e+00	3.3450e-07	4.2934e-01	5.7066e-01	5.4242e-01	4.5748e-01	9.9252e-05	1.9118e-10	2.3507e-02	9.3419e-01	4.2305e-02	1.1755e-36	4.8693e-01	5.1280e-01	2.7531e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.4567e-16	0.00e+00	0.00e+00	7.6377e+00
8.16468e+17	5.6221e+03	1.886e-22	1.0000e+01	5.9830e+00	3.7308e-07	4.4172e-01	5.5828e-01	5.4913e-01	4.5077e-01	9.8145e-05	2.2117e-10	2.3198e-02	9.3562e-01	4.1180e-02	1.1755e-36	4.9959e-01	5.0016e-01	2.5616e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8717e-16	0.00e+00	0.00e+00	7.8436e+00
8.23728e+17	5.5910e+03	1.834e-22	1.0000e+01	5.8549e+00	4.1598e-07	4.5391e-01	5.4608e-01	5.5567e-01	4.4423e-01	9.7095e-05	2.5580e-10	2.2880e-02	9.3701e-01	4.0105e-02	1.1755e-36	5.1199e-01	4.8777e-01	2.3871e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.4052e-16	0.00e+00	0.00e+00	8.0482e+00
8.30759e+17	5.5582e+03	1.783e-22	1.0000e+01	5.7290e+00	4.6352e-07	4.6590e-01	5.3410e-01	5.6203e-01	4.3788e-01	9.6097e-05	2.9569e-10	2.2556e-02	9.3836e-01	3.9080e-02	1.1755e-36	5.2412e-01	4.7565e-01	2.2278e-04	1.1755e-36	1.1755e-36	1.1755e-36	3.0896e-16	0.00e+00	0.00e+00	8.2519e+00
8.37594e+17	5.5238e+03	1.732e-22	1.0000e+01	5.6049e+00	5.1638e-07	4.7773e-01	5.2227e-01	5.6825e-01	4.3166e-01	9.5140e-05	3.4182e-10	2.2226e-02	9.3968e-01	3.8095e-02	1.1755e-36	5.3602e-01	4.6377e-01	2.0817e-04	1.1755e-36	1.1755e-36	1.1755e-36	3.9708e-16	0.00e+00	0.00e+00	8.4555e+00
8.44266e+17	5.4876e+03	1.683e-22	1.0000e+01	5.4825e+00	5.7541e-07	4.8941e-01	5.1058e-01	5.7435e-01	4.2556e-01	9.4217e-05	3.9543e-10	2.1892e-02	9.4096e-01	3.7146e-02	1.1755e-36	5.4773e-01	4.5208e-01	1.9470e-04	1.1755e-36	1.1755e-36	1.1755e-36	5.1114e-16	0.00e+00	0.00e+00	8.6592e+00
8.50776e+17	5.4496e+03	1.634e-22	1.0000e+01	5.3618e+00	6.4136e-07	5.0095e-01	4.9905e-01	5.8032e-01	4.1959e-01	9.3329e-05	4.5775e-10	2.1555e-02	9.4221e-01	3.6232e-02	1.1755e-36	5.5922e-01	4.4060e-01	1.8230e-04	1.1755e-36	1.1755e-36	1.1755e-36	6.5900e-16	0.00e+00	0.00e+00	8.8625e+00
8.57115e+17	5.4100e+03	1.586e-22	1.0000e+01	5.2430e+00	7.1481e-07	5.1229e-01	4.8771e-01	5.8615e-01	4.1376e-01	9.2478e-05	5.2997e-10	2.1215e-02	9.4343e-01	3.5356e-02	1.1755e-36	5.7046e-01	4.2937e-01	1.7088e-04	1.1755e-36	1.1755e-36	1.1755e-36	8.5018e-16	0.00e+00	0.00e+00	9.0647e+00
8.63281e+17	5.3691e+03	1.540e-22	1.0000e+01	5.1265e+00	7.9625e-07	5.2340e-01	4.7660e-01	5.9182e-01	4.0808e-01	9.1666e-05	6.1341e-10	2.0875e-02	9.4461e-01	3.4517e-02	1.1755e-36	5.8142e-01	4.1842e-01	1.6039e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.0966e-15	0.00e+00	0.00e+00	9.2657e+00
8.69297e+17	5.3272e+03	1.494e-22	1.0000e+01	5.0122e+00	8.8660e-07	5.3431e-01	4.6569e-01	5.9737e-01	4.0254e-01	9.0885e-05	7.0994e-10	2.0534e-02	9.4576e-01	3.3710e-02	1.1755e-36	5.9213e-01	4.0772e-01	1.5070e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.4145e-15	0.00e+00	0.00e+00	9.4664e+00
8.75188e+17	5.2839e+03	1.450e-22	1.0000e+01	4.8998e+00	9.8717e-07	5.4505e-01	4.5495e-01	6.0281e-01	3.9710e-01	9.0128e-05	8.2204e-10	2.0193e-02	9.4688e-01	3.2931e-02	1.1755e-36	6.0263e-01	3.9723e-01	1.4171e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8263e-15	0.00e+00	0.00e+00	9.6672e+00
8.80971e+17	5.2393e+03	1.406e-22	1.0000e+01	4.7891e+00	1.0995e-06	5.5565e-01	4.4435e-01	6.0816e-01	3.9175e-01	8.9392e-05	9.5262e-10	1.9852e-02	9.4797e-01	3.2177e-02	1.1755e-36	6.1293e-01	3.8693e-01	1.3335e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.3618e-15	0.00e+00	0.00e+00	9.8682e+00
