#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.91107e+14	6.5401e+03	2.460e-21	2.7826e+01	2.9753e+01	5.0760e-12	1.2648e-02	9.8735e-01	6.5526e-02	9.3403e-01	4.4620e-04	7.4387e-15	2.0302e-03	5.6396e-01	4.3396e-01	5.0044e-05	1.3884e-02	9.0833e-01	7.7782e-02	4.8233e-06	1.1755e-36	1.1755e-36	5.0671e-23	0.00e+00	0.00e+00	8.4941e-04
1.14664e+15	6.5321e+03	2.456e-21	2.7826e+01	2.9731e+01	5.1012e-12	1.2637e-02	9.8736e-01	6.5540e-02	9.3401e-01	4.4571e-04	7.4195e-15	2.0241e-03	5.6404e-01	4.3389e-01	5.0137e-05	1.3873e-02	9.0830e-01	7.7823e-02	4.8121e-06	1.1755e-36	1.1755e-36	5.0409e-23	0.00e+00	0.00e+00	4.2441e-03
4.96877e+15	6.5262e+03	2.445e-21	2.7826e+01	2.9723e+01	5.1206e-12	1.2627e-02	9.8737e-01	6.5681e-02	9.3388e-01	4.4235e-04	7.4145e-15	2.0203e-03	5.6466e-01	4.3327e-01	4.9926e-05	1.3868e-02	9.0849e-01	7.7638e-02	4.7332e-06	1.1755e-36	1.1755e-36	5.0227e-23	0.00e+00	0.00e+00	1.7812e-02
2.02573e+16	6.4750e+03	2.425e-21	2.7826e+01	2.9718e+01	5.4341e-12	1.2723e-02	9.8728e-01	6.6697e-02	9.3288e-01	4.2401e-04	7.5924e-15	2.0368e-03	5.6873e-01	4.2918e-01	4.8489e-05	1.4008e-02	9.0964e-01	7.6346e-02	4.3648e-06	1.1755e-36	1.1755e-36	5.1096e-23	0.00e+00	0.00e+00	7.2498e-02
4.83882e+16	6.3235e+03	2.351e-21	2.7826e+01	2.9719e+01	6.0279e-12	1.2567e-02	9.8743e-01	6.7742e-02	9.3185e-01	4.0577e-04	7.4394e-15	2.0314e-03	5.7336e-01	4.2456e-01	4.7077e-05	1.3877e-02	9.1054e-01	7.5583e-02	3.9974e-06	1.1755e-36	1.1755e-36	4.8061e-23	0.00e+00	0.00e+00	1.4272e-01
8.41930e+16	6.1773e+03	2.289e-21	2.7826e+01	2.9716e+01	6.8620e-12	1.2571e-02	9.8743e-01	6.9446e-02	9.3018e-01	3.7511e-04	7.5110e-15	2.0526e-03	5.8033e-01	4.1758e-01	4.4775e-05	1.3941e-02	9.1231e-01	7.3744e-02	3.4849e-06	1.1755e-36	1.1755e-36	4.6956e-23	0.00e+00	0.00e+00	2.3065e-01
1.29334e+17	6.0363e+03	2.237e-21	2.7826e+01	2.9705e+01	8.0560e-12	1.2755e-02	9.8725e-01	7.2038e-02	9.2763e-01	3.3320e-04	7.8501e-15	2.1014e-03	5.9023e-01	4.0763e-01	4.1567e-05	1.4229e-02	9.1507e-01	7.0698e-02	2.8597e-06	1.1755e-36	1.1755e-36	4.7924e-23	0.00e+00	0.00e+00	3.4377e-01
1.86984e+17	5.8973e+03	2.193e-21	2.7826e+01	2.9684e+01	9.8583e-12	1.3179e-02	9.8682e-01	7.5978e-02	9.2374e-01	2.8129e-04	8.5736e-15	2.1870e-03	6.0420e-01	3.9357e-01	3.7375e-05	1.4817e-02	9.1898e-01	6.6200e-02	2.1652e-06	1.1755e-36	1.1755e-36	5.1646e-23	0.00e+00	0.00e+00	4.9389e-01
2.60648e+17	5.7629e+03	2.161e-21	2.7826e+01	2.9650e+01	1.2717e-11	1.3955e-02	9.8605e-01	8.2013e-02	9.1776e-01	2.2286e-04	9.9423e-15	2.3253e-03	6.2370e-01	3.7394e-01	3.2200e-05	1.5848e-02	9.2416e-01	5.9994e-02	1.4739e-06	1.1755e-36	1.1755e-36	6.0035e-23	0.00e+00	0.00e+00	6.9618e-01
3.54962e+17	5.6426e+03	2.145e-21	2.7826e+01	2.9590e+01	1.7590e-11	1.5339e-02	9.8466e-01	9.1678e-02	9.0816e-01	1.6268e-04	1.2623e-14	2.5478e-03	6.5115e-01	3.4628e-01	2.6045e-05	1.7641e-02	9.3067e-01	5.1690e-02	8.6256e-07	1.1755e-36	1.1755e-36	7.8470e-23	0.00e+00	0.00e+00	9.8224e-01
4.58407e+17	5.5625e+03	2.142e-21	2.7826e+01	2.9498e+01	2.4689e-11	1.7299e-02	9.8270e-01	1.0476e-01	8.9513e-01	1.1441e-04	1.6977e-14	2.8334e-03	6.8272e-01	3.1442e-01	2.0236e-05	2.0152e-02	9.3694e-01	4.2910e-02	4.6432e-07	1.1755e-36	1.1755e-36	1.1154e-22	0.00e+00	0.00e+00	1.2885e+00
5.51120e+17	5.5352e+03	2.164e-21	2.7826e+01	2.9391e+01	3.3793e-11	1.9796e-02	9.8020e-01	1.2056e-01	8.7936e-01	8.2767e-05	2.3569e-14	3.1527e-03	7.1412e-01	2.8271e-01	1.5523e-05	2.3314e-02	9.4165e-01	3.5037e-02	2.5125e-07	1.1755e-36	1.1755e-36	1.6778e-22	0.00e+00	0.00e+00	1.5830e+00
6.30315e+17	5.5561e+03	2.195e-21	2.7826e+01	2.9265e+01	4.4293e-11	2.2736e-02	9.7726e-01	1.3858e-01	8.6136e-01	6.2407e-05	3.2980e-14	3.4816e-03	7.4339e-01	2.5312e-01	1.1881e-05	2.7015e-02	9.4458e-01	2.8406e-02	1.4005e-07	1.1755e-36	1.1755e-36	2.5825e-22	0.00e+00	0.00e+00	1.8776e+00
7.01425e+17	5.5887e+03	2.238e-21	2.7826e+01	2.9136e+01	5.8486e-11	2.6353e-02	9.7365e-01	1.6023e-01	8.3973e-01	4.8134e-05	4.7182e-14	3.8286e-03	7.7190e-01	2.2426e-01	8.9158e-06	3.1547e-02	9.4579e-01	2.2665e-02	1.1755e-36	1.1755e-36	1.1755e-36	4.1153e-22	0.00e+00	0.00e+00	2.1947e+00
7.66883e+17	5.6526e+03	2.277e-21	2.7826e+01	2.8931e+01	7.5735e-11	3.0725e-02	9.6927e-01	1.8589e-01	8.1408e-01	3.7553e-05	6.8353e-14	4.1777e-03	7.9901e-01	1.9681e-01	6.5641e-06	3.7006e-02	9.4523e-01	1.7768e-02	1.1755e-36	1.1755e-36	1.1755e-36	6.7033e-22	0.00e+00	0.00e+00	2.5317e+00
