#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
5.50987e+14	6.4276e+03	3.332e-22	1.0000e+01	1.0855e+01	1.6669e-14	1.3154e-03	9.9868e-01	7.1160e-03	9.8829e-01	4.5976e-03	9.9268e-19	4.3053e-05	1.1750e-01	8.8066e-01	1.7981e-03	3.6000e-04	3.1632e-01	6.8195e-01	1.3776e-03	1.1755e-36	1.1755e-36	7.6405e-27	0.00e+00	0.00e+00	9.1512e-05
3.30592e+15	6.4262e+03	3.332e-22	1.0000e+01	1.0854e+01	1.6682e-14	1.3152e-03	9.9868e-01	7.1164e-03	9.8829e-01	4.5936e-03	9.9194e-19	4.3023e-05	1.1750e-01	8.8065e-01	1.8023e-03	3.5985e-04	3.1623e-01	6.8204e-01	1.3728e-03	1.1755e-36	1.1755e-36	7.6321e-27	0.00e+00	0.00e+00	4.5751e-04
1.43257e+16	6.4233e+03	3.331e-22	1.0000e+01	1.0854e+01	1.6711e-14	1.3149e-03	9.9869e-01	7.1185e-03	9.8832e-01	4.5636e-03	9.9151e-19	4.2979e-05	1.1753e-01	8.8062e-01	1.7999e-03	3.5982e-04	3.1625e-01	6.8203e-01	1.3528e-03	1.1755e-36	1.1755e-36	7.6226e-27	0.00e+00	0.00e+00	1.9211e-03
5.84046e+16	6.4137e+03	3.326e-22	1.0000e+01	1.0854e+01	1.6841e-14	1.3150e-03	9.9868e-01	7.1311e-03	9.8846e-01	4.4077e-03	9.9409e-19	4.2958e-05	1.1771e-01	8.8046e-01	1.7856e-03	3.6052e-04	3.1666e-01	6.8170e-01	1.2752e-03	1.1755e-36	1.1755e-36	7.6232e-27	0.00e+00	0.00e+00	7.7760e-03
1.39510e+17	6.3875e+03	3.306e-22	1.0000e+01	1.0854e+01	1.6993e-14	1.3085e-03	9.9869e-01	7.1333e-03	9.8856e-01	4.3104e-03	9.8318e-19	4.2720e-05	1.1779e-01	8.8039e-01	1.7713e-03	3.5946e-04	3.1692e-01	6.8155e-01	1.1708e-03	1.1755e-36	1.1755e-36	7.4635e-27	0.00e+00	0.00e+00	1.5349e-02
2.44947e+17	6.3562e+03	3.287e-22	1.0000e+01	1.0854e+01	1.7210e-14	1.3030e-03	9.9870e-01	7.1448e-03	9.8880e-01	4.0572e-03	9.7405e-19	4.2611e-05	1.1799e-01	8.8022e-01	1.7444e-03	3.5921e-04	3.1757e-01	6.8103e-01	1.0441e-03	1.1755e-36	1.1755e-36	7.2977e-27	0.00e+00	0.00e+00	2.5154e-02
3.82015e+17	6.3213e+03	3.264e-22	1.0000e+01	1.0854e+01	1.7509e-14	1.2978e-03	9.9870e-01	7.1636e-03	9.8918e-01	3.6581e-03	9.6819e-19	4.2568e-05	1.1829e-01	8.7996e-01	1.7062e-03	3.5960e-04	3.1860e-01	6.8014e-01	8.9670e-04	1.1755e-36	1.1755e-36	7.1589e-27	0.00e+00	0.00e+00	3.7849e-02
5.60203e+17	6.2818e+03	3.239e-22	1.0000e+01	1.0853e+01	1.7870e-14	1.2930e-03	9.9871e-01	7.1916e-03	9.8969e-01	3.1211e-03	9.6397e-19	4.2591e-05	1.1872e-01	8.7958e-01	1.6566e-03	3.6085e-04	3.2018e-01	6.7873e-01	7.3307e-04	1.1755e-36	1.1755e-36	7.0153e-27	0.00e+00	0.00e+00	5.4290e-02
7.91848e+17	6.2371e+03	3.210e-22	1.0000e+01	1.0853e+01	1.8327e-14	1.2888e-03	9.9871e-01	7.2318e-03	9.9029e-01	2.4785e-03	9.6299e-19	4.2694e-05	1.1933e-01	8.7903e-01	1.5967e-03	3.6334e-04	3.2249e-01	6.7659e-01	5.6196e-04	1.1755e-36	1.1755e-36	6.8791e-27	0.00e+00	0.00e+00	7.5596e-02
1.09299e+18	6.1864e+03	3.178e-22	1.0000e+01	1.0852e+01	1.8917e-14	1.2859e-03	9.9871e-01	7.2880e-03	9.9092e-01	1.7948e-03	9.6728e-19	4.2906e-05	1.2018e-01	8.7825e-01	1.5295e-03	3.6751e-04	3.2573e-01	6.7351e-01	3.9645e-04	1.1755e-36	1.1755e-36	6.7653e-27	0.00e+00	0.00e+00	1.0323e-01
