#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
4.97818e+11	6.9229e+03	5.924e-17	4.6416e+03	4.7300e+03	4.6731e-12	5.1665e-02	9.4833e-01	2.3012e-01	7.6980e-01	8.6366e-05	3.3009e-13	1.2895e-02	8.3525e-01	1.5185e-01	1.5023e-06	6.2979e-02	9.3154e-01	5.4817e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.6651e-21	0.00e+00	0.00e+00	1.5079e-03
2.98691e+12	6.9126e+03	5.897e-17	4.6416e+03	4.7161e+03	4.6826e-12	5.1505e-02	9.4850e-01	2.2985e-01	7.7006e-01	8.6509e-05	3.2681e-13	1.2816e-02	8.3514e-01	1.5204e-01	1.5101e-06	6.2788e-02	9.3171e-01	5.4973e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.5885e-21	0.00e+00	0.00e+00	7.5205e-03
1.29433e+13	6.8997e+03	5.854e-17	4.6416e+03	4.7116e+03	4.7263e-12	5.1476e-02	9.4852e-01	2.3055e-01	7.6937e-01	8.6085e-05	3.2657e-13	1.2783e-02	8.3572e-01	1.5150e-01	1.5012e-06	6.2765e-02	9.3176e-01	5.4771e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.5658e-21	0.00e+00	0.00e+00	3.1558e-02
5.27687e+13	6.8495e+03	5.756e-17	4.6416e+03	4.7072e+03	5.0415e-12	5.2082e-02	9.4792e-01	2.3476e-01	7.6516e-01	8.3768e-05	3.3731e-13	1.2882e-02	8.3871e-01	1.4841e-01	1.4381e-06	6.3540e-02	9.3114e-01	5.3242e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.7075e-21	0.00e+00	0.00e+00	1.2884e-01
1.26048e+14	6.6874e+03	5.459e-17	4.6416e+03	4.7088e+03	5.5501e-12	5.1260e-02	9.4874e-01	2.3933e-01	7.6059e-01	8.0794e-05	3.2864e-13	1.2810e-02	8.4237e-01	1.4482e-01	1.3952e-06	6.2636e-02	9.3208e-01	5.2805e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.3875e-21	0.00e+00	0.00e+00	2.5331e-01
2.07998e+14	6.5460e+03	5.218e-17	4.6416e+03	4.7080e+03	6.1910e-12	5.1066e-02	9.4893e-01	2.4484e-01	7.5508e-01	7.7661e-05	3.2867e-13	1.2847e-02	8.4640e-01	1.4075e-01	1.3318e-06	6.2489e-02	9.3236e-01	5.1560e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.2515e-21	0.00e+00	0.00e+00	3.7465e-01
3.01220e+14	6.4522e+03	5.066e-17	4.6416e+03	4.6988e+03	7.1170e-12	5.2494e-02	9.4751e-01	2.5380e-01	7.4613e-01	7.3558e-05	3.5314e-13	1.3136e-02	8.5201e-01	1.3485e-01	1.2144e-06	6.4302e-02	9.3086e-01	4.8392e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.5695e-21	0.00e+00	0.00e+00	5.3681e-01
4.22409e+14	6.3670e+03	4.929e-17	4.6416e+03	4.6800e+03	8.5926e-12	5.5349e-02	9.4465e-01	2.6730e-01	7.3263e-01	6.8256e-05	4.0284e-13	1.3640e-02	8.5961e-01	1.2675e-01	1.0535e-06	6.7859e-02	9.2777e-01	4.3659e-03	1.1755e-36	1.1755e-36	1.1755e-36	5.3153e-21	0.00e+00	0.00e+00	7.5908e-01
5.79954e+14	6.2956e+03	4.829e-17	4.6416e+03	4.6596e+03	1.1195e-11	6.0792e-02	9.3921e-01	2.8862e-01	7.1131e-01	6.1367e-05	5.0814e-13	1.4511e-02	8.7007e-01	1.1542e-01	8.4347e-07	7.4569e-02	9.2173e-01	3.7021e-03	1.1755e-36	1.1755e-36	1.1755e-36	7.0751e-21	0.00e+00	0.00e+00	1.0764e+00
7.52774e+14	6.2606e+03	4.740e-17	4.6416e+03	4.6044e+03	1.4879e-11	6.8356e-02	9.3164e-01	3.1407e-01	6.8588e-01	5.4871e-05	6.7388e-13	1.5524e-02	8.8071e-01	1.0377e-01	6.4912e-07	8.3829e-02	9.1315e-01	3.0224e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.0099e-20	0.00e+00	0.00e+00	1.4122e+00
9.12758e+14	6.2695e+03	4.711e-17	4.6416e+03	4.5431e+03	1.9920e-11	7.8544e-02	9.2146e-01	3.4316e-01	6.5679e-01	4.8913e-05	9.4330e-13	1.6684e-02	8.9091e-01	9.2410e-02	4.8442e-07	9.6202e-02	9.0140e-01	2.4000e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.5622e-20	0.00e+00	0.00e+00	1.7631e+00
1.06689e+15	6.3055e+03	4.711e-17	4.6416e+03	4.4679e+03	2.7493e-11	9.2484e-02	9.0752e-01	3.7741e-01	6.2254e-01	4.3213e-05	1.4069e-12	1.7969e-02	9.0100e-01	8.1035e-02	3.4600e-07	1.1300e-01	8.8516e-01	1.8353e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.6392e-20	0.00e+00	0.00e+00	2.1856e+00
1.22112e+15	6.3697e+03	4.708e-17	4.6416e+03	4.3601e+03	3.9403e-11	1.1184e-01	8.8816e-01	4.1768e-01	5.8228e-01	3.7776e-05	2.2474e-12	1.9296e-02	9.1085e-01	6.9857e-02	2.3500e-07	1.3611e-01	8.6255e-01	1.3393e-03	1.1755e-36	1.1755e-36	1.1755e-36	4.8942e-20	0.00e+00	0.00e+00	2.6859e+00
1.36460e+15	6.4496e+03	4.688e-17	4.6416e+03	4.2209e+03	5.8109e-11	1.3743e-01	8.6257e-01	4.6108e-01	5.3889e-01	3.3063e-05	3.7550e-12	2.0457e-02	9.1980e-01	5.9745e-02	1.5523e-07	1.6630e-01	8.3275e-01	9.4731e-04	1.1755e-36	1.1755e-36	1.1755e-36	9.6634e-20	0.00e+00	0.00e+00	3.2270e+00
1.48835e+15	6.5281e+03	4.632e-17	4.6416e+03	4.0595e+03	8.6272e-11	1.6854e-01	8.3146e-01	5.0356e-01	4.9641e-01	2.9257e-05	6.2954e-12	2.1272e-02	9.2744e-01	5.1287e-02	1.1755e-36	2.0248e-01	7.9686e-01	6.6655e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.9229e-19	0.00e+00	0.00e+00	3.7861e+00
1.59386e+15	6.5898e+03	4.519e-17	4.6416e+03	3.8780e+03	1.2806e-10	2.0436e-01	7.9564e-01	5.4336e-01	4.5661e-01	2.6208e-05	1.0359e-11	2.1675e-02	9.3395e-01	4.4375e-02	1.1755e-36	2.4347e-01	7.5605e-01	4.7224e-04	1.1755e-36	1.1755e-36	1.1755e-36	3.7372e-19	0.00e+00	0.00e+00	4.3721e+00
1.68459e+15	6.6325e+03	4.346e-17	4.6416e+03	3.6790e+03	1.8867e-10	2.4404e-01	7.5596e-01	5.8011e-01	4.1987e-01	2.3724e-05	1.6577e-11	2.1670e-02	9.3957e-01	3.8761e-02	1.1755e-36	2.8807e-01	7.1159e-01	3.3864e-04	1.1755e-36	1.1755e-36	1.1755e-36	7.0024e-19	0.00e+00	0.00e+00	4.9702e+00
1.75731e+15	6.6515e+03	4.142e-17	4.6416e+03	3.4851e+03	2.6779e-10	2.8324e-01	7.1676e-01	6.1009e-01	3.8989e-01	2.1974e-05	2.4825e-11	2.1353e-02	9.4410e-01	3.4549e-02	1.1755e-36	3.3131e-01	6.6844e-01	2.5277e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.2051e-18	0.00e+00	0.00e+00	5.4833e+00
1.81043e+15	6.6500e+03	3.947e-17	4.6416e+03	3.3225e+03	3.5464e-10	3.1637e-01	6.8363e-01	6.3217e-01	3.6781e-01	2.0811e-05	3.3771e-11	2.0915e-02	9.4745e-01	3.1633e-02	1.1755e-36	3.6726e-01	6.3254e-01	2.0117e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8251e-18	0.00e+00	0.00e+00	5.8954e+00
1.85082e+15	6.6360e+03	3.769e-17	4.6416e+03	3.1875e+03	4.4571e-10	3.4398e-01	6.5602e-01	6.4910e-01	3.5088e-01	1.9963e-05	4.2889e-11	2.0462e-02	9.5004e-01	2.9497e-02	1.1755e-36	3.9680e-01	6.0303e-01	1.6779e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.5184e-18	0.00e+00	0.00e+00	6.2616e+00
1.88613e+15	6.6129e+03	3.594e-17	4.6416e+03	3.0616e+03	5.5063e-10	3.6981e-01	6.3019e-01	6.6395e-01	3.3603e-01	1.9252e-05	5.3027e-11	1.9980e-02	9.5234e-01	2.7683e-02	1.1755e-36	4.2411e-01	5.7574e-01	1.4233e-04	1.1755e-36	1.1755e-36	1.1755e-36	3.3510e-18	0.00e+00	0.00e+00	6.6335e+00
1.91998e+15	6.5905e+03	3.409e-17	4.6416e+03	2.9344e+03	6.7466e-10	3.9572e-01	6.0428e-01	6.7787e-01	3.2211e-01	1.8636e-05	6.4944e-11	1.9435e-02	9.5454e-01	2.6030e-02	1.1755e-36	4.5117e-01	5.4871e-01	1.2107e-04	1.1755e-36	1.1755e-36	1.1755e-36	4.4075e-18	0.00e+00	0.00e+00	7.0206e+00
1.95206e+15	6.5417e+03	3.227e-17	4.6416e+03	2.8088e+03	8.4035e-10	4.2197e-01	5.7803e-01	6.9117e-01	3.0881e-01	1.8049e-05	7.9167e-11	1.8867e-02	9.5665e-01	2.4484e-02	1.1755e-36	4.7829e-01	5.2160e-01	1.0339e-04	1.1755e-36	1.1755e-36	1.1755e-36	5.7563e-18	0.00e+00	0.00e+00	7.4014e+00
1.98123e+15	6.4976e+03	3.049e-17	4.6416e+03	2.6901e+03	1.0253e-09	4.4650e-01	5.5350e-01	7.0289e-01	2.9710e-01	1.7578e-05	9.4610e-11	1.8290e-02	9.5855e-01	2.3155e-02	1.1755e-36	5.0333e-01	4.9658e-01	8.9338e-05	1.1755e-36	1.1755e-36	1.1755e-36	7.3288e-18	0.00e+00	0.00e+00	7.7619e+00
2.00749e+15	6.4503e+03	2.884e-17	4.6416e+03	2.5804e+03	1.2350e-09	4.6921e-01	5.3079e-01	7.1327e-01	2.8671e-01	1.7179e-05	1.1111e-10	1.7732e-02	9.6027e-01	2.1999e-02	1.1755e-36	5.2628e-01	4.7364e-01	7.8127e-05	1.1755e-36	1.1755e-36	1.1755e-36	9.1172e-18	0.00e+00	0.00e+00	8.1053e+00
