#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
8.51009e+13	9.3747e+03	3.570e-20	7.7426e+01	8.5101e+01	1.3753e-12	1.7990e-02	9.8201e-01	1.2783e-02	6.4861e-01	3.3861e-01	4.8808e-15	1.6059e-03	2.5855e-01	7.2013e-01	1.9486e-02	8.7119e-03	4.0536e-01	5.5642e-01	2.9198e-02	3.1128e-04	3.3778e-07	8.5200e-23	0.00e+00	0.00e+00	1.4968e-03
5.10605e+14	9.3611e+03	3.560e-20	7.7426e+01	8.4959e+01	1.3765e-12	1.7935e-02	9.8206e-01	1.2765e-02	6.4843e-01	3.3880e-01	4.8267e-15	1.5961e-03	2.5829e-01	7.2032e-01	1.9571e-02	8.6600e-03	4.0418e-01	5.5757e-01	2.9279e-02	3.1223e-04	3.3969e-07	8.3907e-23	0.00e+00	0.00e+00	7.4658e-03
2.21262e+15	9.3430e+03	3.539e-20	7.7426e+01	8.4915e+01	1.3779e-12	1.7860e-02	9.8214e-01	1.2782e-02	6.4905e-01	3.3817e-01	4.7577e-15	1.5880e-03	2.5831e-01	7.2027e-01	1.9601e-02	8.5855e-03	4.0234e-01	5.5954e-01	2.9230e-02	3.1069e-04	3.3971e-07	8.2313e-23	0.00e+00	0.00e+00	3.1241e-02
9.02069e+15	9.2807e+03	3.490e-20	7.7426e+01	8.4890e+01	1.4163e-12	1.7809e-02	9.8219e-01	1.2924e-02	6.5336e-01	3.3372e-01	4.6755e-15	1.5865e-03	2.5908e-01	7.1974e-01	1.9377e-02	8.4912e-03	3.9876e-01	5.6394e-01	2.8516e-02	2.9863e-04	3.2941e-07	8.0622e-23	0.00e+00	0.00e+00	1.2607e-01
2.15475e+16	9.0634e+03	3.338e-20	7.7426e+01	8.4933e+01	1.4248e-12	1.6949e-02	9.8305e-01	1.3012e-02	6.5563e-01	3.3135e-01	4.0109e-15	1.5390e-03	2.5913e-01	7.1924e-01	1.9867e-02	7.6977e-03	3.7972e-01	5.8306e-01	2.9224e-02	2.9742e-04	3.4689e-07	6.5302e-23	0.00e+00	0.00e+00	2.4340e-01
3.74859e+16	8.8918e+03	3.222e-20	7.7426e+01	8.4935e+01	1.4579e-12	1.6438e-02	9.8356e-01	1.3171e-02	6.6200e-01	3.2483e-01	3.5965e-15	1.5122e-03	2.5935e-01	7.1905e-01	1.9860e-02	7.2131e-03	3.6661e-01	5.9712e-01	2.8767e-02	2.8353e-04	3.4446e-07	5.6671e-23	0.00e+00	0.00e+00	3.8576e-01
5.78592e+16	8.7593e+03	3.132e-20	7.7426e+01	8.4872e+01	1.5315e-12	1.6284e-02	9.8372e-01	1.3452e-02	6.7346e-01	3.1309e-01	3.3943e-15	1.5077e-03	2.6013e-01	7.1886e-01	1.9288e-02	7.0166e-03	3.5960e-01	6.0613e-01	2.6998e-02	2.5640e-04	3.1937e-07	5.3153e-23	0.00e+00	0.00e+00	5.6908e-01
8.43444e+16	8.6601e+03	3.061e-20	7.7426e+01	8.4743e+01	1.6626e-12	1.6508e-02	9.8349e-01	1.3914e-02	6.9114e-01	2.9495e-01	3.3982e-15	1.5301e-03	2.6196e-01	7.1821e-01	1.8107e-02	7.1227e-03	3.5939e-01	6.0936e-01	2.3909e-02	2.1728e-04	2.7292e-07	5.4387e-23	0.00e+00	0.00e+00	8.1069e-01
1.17810e+17	8.6044e+03	3.012e-20	7.7426e+01	8.4515e+01	1.8754e-12	1.7228e-02	9.8277e-01	1.4608e-02	7.1551e-01	2.6988e-01	3.6769e-15	1.5886e-03	2.6534e-01	7.1658e-01	1.6325e-02	7.6356e-03	3.6815e-01	6.0433e-01	1.9709e-02	1.7048e-04	2.1114e-07	6.2124e-23	0.00e+00	0.00e+00	1.1222e+00
1.54028e+17	8.6005e+03	2.992e-20	7.7426e+01	8.4246e+01	2.1580e-12	1.8398e-02	9.8160e-01	1.5420e-02	7.4229e-01	2.4229e-01	4.2423e-15	1.6742e-03	2.6961e-01	7.1423e-01	1.4359e-02	8.5415e-03	3.8440e-01	5.9142e-01	1.5511e-02	1.2837e-04	1.5320e-07	7.7614e-23	0.00e+00	0.00e+00	1.4410e+00
