#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.51986e+12	1.0324e+04	1.214e-16	4.6416e+03	5.1131e+03	6.4326e-14	1.6822e-02	9.8318e-01	1.1708e-02	6.3521e-01	3.5308e-01	3.9022e-15	1.4322e-03	2.4325e-01	7.3362e-01	2.1446e-02	8.0184e-03	3.9964e-01	5.6112e-01	3.0876e-02	3.4450e-04	3.8549e-07	6.8942e-23	0.00e+00	0.00e+00	1.4985e-03
9.11918e+12	1.0312e+04	1.210e-16	4.6416e+03	5.1047e+03	6.4238e-14	1.6765e-02	9.8323e-01	1.1688e-02	6.3498e-01	3.5333e-01	3.8558e-15	1.4230e-03	2.4296e-01	7.3381e-01	2.1549e-02	7.9662e-03	3.9839e-01	5.6233e-01	3.0969e-02	3.4566e-04	3.8787e-07	6.7850e-23	0.00e+00	0.00e+00	7.4723e-03
3.95164e+13	1.0296e+04	1.203e-16	4.6416e+03	5.1023e+03	6.4037e-14	1.6685e-02	9.8331e-01	1.1699e-02	6.3557e-01	3.5273e-01	3.7944e-15	1.4150e-03	2.4294e-01	7.3380e-01	2.1594e-02	7.8893e-03	3.9639e-01	5.6445e-01	3.0926e-02	3.4401e-04	3.8815e-07	6.6455e-23	0.00e+00	0.00e+00	3.1253e-02
1.61106e+14	1.0240e+04	1.185e-16	4.6416e+03	5.1009e+03	6.4766e-14	1.6602e-02	9.8340e-01	1.1815e-02	6.3991e-01	3.4827e-01	3.7037e-15	1.4107e-03	2.4346e-01	7.3349e-01	2.1387e-02	7.7721e-03	3.9219e-01	5.6949e-01	3.0209e-02	3.3101e-04	3.7736e-07	6.4660e-23	0.00e+00	0.00e+00	1.2590e-01
3.84829e+14	1.0056e+04	1.127e-16	4.6416e+03	5.1040e+03	6.1816e-14	1.5681e-02	9.8432e-01	1.1823e-02	6.4133e-01	3.4685e-01	3.1088e-15	1.3586e-03	2.4279e-01	7.3348e-01	2.2112e-02	6.9545e-03	3.7148e-01	5.9009e-01	3.1144e-02	3.3199e-04	4.0206e-07	5.1236e-23	0.00e+00	0.00e+00	2.4212e-01
6.75670e+14	9.9086e+03	1.084e-16	4.6416e+03	5.1044e+03	6.0704e-14	1.5130e-02	9.8487e-01	1.1933e-02	6.4786e-01	3.4021e-01	2.7440e-15	1.3285e-03	2.4251e-01	7.3371e-01	2.2194e-02	6.4607e-03	3.5749e-01	6.0506e-01	3.0675e-02	3.1654e-04	4.0072e-07	4.3838e-23	0.00e+00	0.00e+00	3.8789e-01
1.05376e+15	9.7856e+03	1.048e-16	4.6416e+03	5.1007e+03	6.1460e-14	1.4885e-02	9.8511e-01	1.2168e-02	6.6017e-01	3.2766e-01	2.5336e-15	1.3165e-03	2.4278e-01	7.3402e-01	2.1631e-02	6.2120e-03	3.4901e-01	6.1567e-01	2.8814e-02	2.8591e-04	3.7327e-07	4.0212e-23	0.00e+00	0.00e+00	5.7433e-01
1.54529e+15	9.6750e+03	1.022e-16	4.6416e+03	5.0960e+03	6.5325e-14	1.5038e-02	9.8496e-01	1.2633e-02	6.8023e-01	3.0714e-01	2.5062e-15	1.3332e-03	2.4457e-01	7.3361e-01	2.0260e-02	6.2715e-03	3.4817e-01	6.1993e-01	2.5386e-02	2.3991e-04	3.1734e-07	4.0709e-23	0.00e+00	0.00e+00	8.1919e-01
2.16180e+15	9.6190e+03	1.001e-16	4.6416e+03	5.0794e+03	7.1788e-14	1.5615e-02	9.8438e-01	1.3295e-02	7.0747e-01	2.7924e-01	2.6615e-15	1.3770e-03	2.4751e-01	7.3270e-01	1.8231e-02	6.6805e-03	3.5624e-01	6.1607e-01	2.0816e-02	1.8654e-04	2.4475e-07	4.5626e-23	0.00e+00	0.00e+00	1.1292e+00
2.82666e+15	9.5922e+03	9.924e-17	4.6416e+03	5.0614e+03	8.2388e-14	1.6669e-02	9.8333e-01	1.4134e-02	7.3805e-01	2.4781e-01	3.0612e-15	1.4520e-03	2.5199e-01	7.3050e-01	1.5913e-02	7.4923e-03	3.7309e-01	6.0309e-01	1.6182e-02	1.3804e-04	1.7510e-07	5.6830e-23	0.00e+00	0.00e+00	1.4478e+00
3.52684e+15	9.6072e+03	9.964e-17	4.6416e+03	5.0389e+03	1.0148e-13	1.8561e-02	9.8144e-01	1.5331e-02	7.7108e-01	2.1359e-01	4.0345e-15	1.5897e-03	2.6015e-01	7.2486e-01	1.3277e-02	9.0938e-03	4.0478e-01	5.7443e-01	1.1595e-02	9.4934e-05	1.1755e-36	8.3700e-23	0.00e+00	0.00e+00	1.8547e+00
4.18790e+15	9.6598e+03	1.011e-16	4.6416e+03	5.0150e+03	1.2697e-13	2.0981e-02	9.7902e-01	1.6526e-02	7.9968e-01	1.8379e-01	5.5326e-15	1.7465e-03	2.6863e-01	7.1850e-01	1.1024e-02	1.1258e-02	4.4110e-01	5.3939e-01	8.1796e-03	6.5709e-05	1.1755e-36	1.2970e-22	0.00e+00	0.00e+00	2.2077e+00
