#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.61697e+14	1.1033e+04	3.501e-19	2.1544e+02	2.4971e+02	5.0093e-16	1.7255e-03	9.9827e-01	2.8500e-04	1.5322e-01	8.4649e-01	1.0990e-20	1.0640e-05	1.7082e-02	4.9704e-01	3.7031e-01	8.1531e-06	5.7271e-03	2.9806e-01	6.2417e-01	7.0363e-02	1.6435e-03	3.3223e-28	0.00e+00	0.00e+00	7.5891e-04
9.70180e+14	1.1018e+04	3.495e-19	2.1544e+02	2.4956e+02	5.0176e-16	1.7228e-03	9.9828e-01	2.8482e-04	1.5321e-01	8.4650e-01	1.0906e-20	1.0571e-05	1.7051e-02	4.9656e-01	3.7090e-01	8.1241e-06	5.7162e-03	2.9852e-01	6.2386e-01	7.0234e-02	1.6412e-03	3.2960e-28	0.00e+00	0.00e+00	3.7897e-03
4.20411e+15	1.0981e+04	3.483e-19	2.1544e+02	2.4953e+02	5.0549e-16	1.7187e-03	9.9828e-01	2.8590e-04	1.5377e-01	8.4594e-01	1.0874e-20	1.0482e-05	1.7082e-02	4.9769e-01	3.7091e-01	8.1126e-06	5.7216e-03	3.0088e-01	6.2217e-01	6.9574e-02	1.6240e-03	3.2731e-28	0.00e+00	0.00e+00	1.5884e-02
1.71398e+16	1.0879e+04	3.450e-19	2.1544e+02	2.4947e+02	5.1678e-16	1.7109e-03	9.9829e-01	2.9188e-04	1.5695e-01	8.4276e-01	1.0942e-20	1.0368e-05	1.7267e-02	5.0374e-01	3.6926e-01	8.1687e-06	5.7846e-03	3.1050e-01	6.1503e-01	6.7092e-02	1.5578e-03	3.2428e-28	0.00e+00	0.00e+00	6.4043e-02
4.09416e+16	1.0514e+04	3.345e-19	2.1544e+02	2.4945e+02	5.4062e-16	1.6528e-03	9.9835e-01	2.9576e-04	1.5885e-01	8.4085e-01	9.9572e-21	9.8011e-06	1.7424e-02	5.1057e-01	3.6873e-01	7.7368e-06	5.6807e-03	3.2368e-01	6.0613e-01	6.3002e-02	1.4718e-03	2.8034e-28	0.00e+00	0.00e+00	1.2452e-01
6.59990e+16	1.0188e+04	3.256e-19	2.1544e+02	2.4940e+02	5.5572e-16	1.5920e-03	9.9841e-01	2.9972e-04	1.6179e-01	8.3791e-01	8.8209e-21	9.3014e-06	1.7510e-02	5.1825e-01	3.6708e-01	7.2513e-06	5.5433e-03	3.3652e-01	5.9725e-01	5.9267e-02	1.3961e-03	2.3623e-28	0.00e+00	0.00e+00	1.7477e-01
8.84896e+16	9.9996e+03	3.203e-19	2.1544e+02	2.4932e+02	5.6083e-16	1.5532e-03	9.9845e-01	3.0658e-04	1.6661e-01	8.3308e-01	8.1817e-21	9.0456e-06	1.7627e-02	5.2667e-01	3.6398e-01	7.0219e-06	5.5116e-03	3.4956e-01	5.8745e-01	5.6121e-02	1.3263e-03	2.1190e-28	0.00e+00	0.00e+00	2.2076e-01
1.13528e+17	9.8833e+03	3.167e-19	2.1544e+02	2.4920e+02	5.6321e-16	1.5306e-03	9.9847e-01	3.1959e-04	1.7461e-01	8.2507e-01	7.9849e-21	8.9943e-06	1.7882e-02	5.3794e-01	3.5879e-01	7.0547e-06	5.6196e-03	3.6683e-01	5.7369e-01	5.2601e-02	1.2399e-03	2.0121e-28	0.00e+00	0.00e+00	2.7968e-01
1.46078e+17	9.8030e+03	3.124e-19	2.1544e+02	2.4895e+02	5.5444e-16	1.5041e-03	9.9850e-01	3.3855e-04	1.8676e-01	8.1290e-01	7.7812e-21	8.9666e-06	1.8181e-02	5.5256e-01	3.5155e-01	7.1584e-06	5.7992e-03	3.9092e-01	5.5390e-01	4.8227e-02	1.1323e-03	1.9072e-28	0.00e+00	0.00e+00	3.5495e-01
1.88393e+17	9.7525e+03	3.083e-19	2.1544e+02	2.4860e+02	5.3810e-16	1.4781e-03	9.9852e-01	3.7007e-04	2.0643e-01	7.9320e-01	7.7214e-21	9.0450e-06	1.8624e-02	5.7240e-01	3.4077e-01	7.4520e-06	6.1321e-03	4.2571e-01	5.2450e-01	4.2648e-02	9.9450e-04	1.8379e-28	0.00e+00	0.00e+00	4.5110e-01
2.43403e+17	9.7701e+03	3.043e-19	2.1544e+02	2.4803e+02	5.0840e-16	1.4533e-03	9.9855e-01	4.2293e-04	2.3935e-01	7.6023e-01	7.8404e-21	9.2555e-06	1.9219e-02	5.9854e-01	3.2541e-01	8.0330e-06	6.6980e-03	4.7689e-01	4.7998e-01	3.5590e-02	8.2129e-04	1.8230e-28	0.00e+00	0.00e+00	5.7401e-01
3.03738e+17	9.8438e+03	3.010e-19	2.1544e+02	2.4724e+02	4.6173e-16	1.4204e-03	9.9858e-01	4.9844e-04	2.8813e-01	7.1137e-01	7.7100e-21	9.4410e-06	1.9744e-02	6.2680e-01	3.0761e-01	8.6816e-06	7.3791e-03	5.4043e-01	4.2334e-01	2.8187e-02	6.4582e-04	1.7642e-28	0.00e+00	0.00e+00	6.8699e-01
3.58618e+17	9.9724e+03	2.984e-19	2.1544e+02	2.4606e+02	4.1991e-16	1.4016e-03	9.9860e-01	5.9482e-04	3.4921e-01	6.5020e-01	7.8673e-21	9.7483e-06	2.0307e-02	6.5206e-01	2.9081e-01	9.6486e-06	8.2628e-03	6.0647e-01	3.6309e-01	2.1666e-02	4.9314e-04	1.7950e-28	0.00e+00	0.00e+00	7.8473e-01
4.06665e+17	1.0085e+04	2.965e-19	2.1544e+02	2.4476e+02	3.9607e-16	1.4001e-03	9.9860e-01	7.0659e-04	4.1888e-01	5.8041e-01	8.2022e-21	1.0125e-05	2.0836e-02	6.7336e-01	2.7613e-01	1.0768e-05	9.1823e-03	6.6905e-01	3.0509e-01	1.6289e-02	3.6851e-04	1.8951e-28	0.00e+00	0.00e+00	8.7007e-01
4.49676e+17	1.0169e+04	2.935e-19	2.1544e+02	2.4336e+02	3.8766e-16	1.4135e-03	9.9859e-01	8.3012e-04	4.9340e-01	5.0577e-01	8.7877e-21	1.0589e-05	2.1389e-02	6.9086e-01	2.6373e-01	1.2103e-05	1.0165e-02	7.2557e-01	2.5198e-01	1.2004e-02	2.7027e-04	2.0751e-28	0.00e+00	0.00e+00	9.4928e-01
4.90129e+17	1.0175e+04	2.897e-19	2.1544e+02	2.4192e+02	4.0061e-16	1.4438e-03	9.9856e-01	9.6553e-04	5.7109e-01	4.2795e-01	9.6649e-21	1.1156e-05	2.2016e-02	7.0614e-01	2.5249e-01	1.3674e-05	1.1188e-02	7.7589e-01	2.0411e-01	8.6075e-03	1.9328e-04	2.3411e-28	0.00e+00	0.00e+00	1.0272e+00
5.28234e+17	1.0145e+04	2.842e-19	2.1544e+02	2.4053e+02	4.2419e-16	1.4826e-03	9.9852e-01	1.0993e-03	6.4499e-01	3.5391e-01	1.0672e-20	1.1741e-05	2.2622e-02	7.1861e-01	2.4304e-01	1.5336e-05	1.2166e-02	8.1773e-01	1.6384e-01	6.1047e-03	1.3726e-04	2.6554e-28	0.00e+00	0.00e+00	1.1009e+00
5.70219e+17	1.0053e+04	2.763e-19	2.1544e+02	2.3912e+02	4.7550e-16	1.5457e-03	9.9845e-01	1.2489e-03	7.2011e-01	2.7864e-01	1.2401e-20	1.2551e-05	2.3425e-02	7.3085e-01	2.3329e-01	1.7559e-05	1.3296e-02	8.5622e-01	1.2631e-01	4.0611e-03	9.1767e-05	3.1844e-28	0.00e+00	0.00e+00	1.2006e+00
6.24800e+17	9.8907e+03	2.654e-19	2.1544e+02	2.3765e+02	5.6838e-16	1.6421e-03	9.9836e-01	1.4224e-03	7.9910e-01	1.9948e-01	1.5132e-20	1.3652e-05	2.4463e-02	7.4387e-01	2.2232e-01	2.0618e-05	1.4617e-02	8.9295e-01	8.9958e-02	2.4003e-03	5.4981e-05	4.0373e-28	0.00e+00	0.00e+00	1.3384e+00
6.84006e+17	9.7170e+03	2.547e-19	2.1544e+02	2.3647e+02	6.8670e-16	1.7523e-03	9.9825e-01	1.5705e-03	8.5941e-01	1.3902e-01	1.8302e-20	1.4775e-05	2.5458e-02	7.5467e-01	2.1268e-01	2.3888e-05	1.5797e-02	9.1908e-01	6.3633e-02	1.4312e-03	3.3331e-05	5.0550e-28	0.00e+00	0.00e+00	1.4736e+00
7.47981e+17	9.5586e+03	2.457e-19	2.1544e+02	2.3560e+02	8.4758e-16	1.8898e-03	9.9811e-01	1.7002e-03	9.0175e-01	9.6547e-02	2.2959e-20	1.6108e-05	2.6580e-02	7.6409e-01	2.0367e-01	2.7869e-05	1.6986e-02	9.3703e-01	4.5049e-02	8.8426e-04	2.0616e-05	6.5859e-28	0.00e+00	0.00e+00	1.6567e+00
8.22780e+17	9.4459e+03	2.393e-19	2.1544e+02	2.3501e+02	1.0496e-15	2.0612e-03	9.9794e-01	1.8154e-03	9.3168e-01	6.6504e-02	2.9378e-20	1.7637e-05	2.7765e-02	7.7262e-01	1.9505e-01	3.2805e-05	1.8198e-02	9.4949e-01	3.1687e-02	5.7881e-04	1.2964e-05	8.8192e-28	0.00e+00	0.00e+00	1.8763e+00
8.94073e+17	9.4080e+03	2.364e-19	2.1544e+02	2.3464e+02	1.2496e-15	2.2381e-03	9.9776e-01	1.9020e-03	9.4889e-01	4.9204e-02	3.6759e-20	1.9076e-05	2.8795e-02	7.7903e-01	1.8825e-01	3.8052e-05	1.9290e-02	9.5646e-01	2.3765e-02	4.3824e-04	9.0225e-06	1.1588e-27	0.00e+00	0.00e+00	2.0718e+00
9.56404e+17	9.4131e+03	2.358e-19	2.1544e+02	2.3441e+02	1.4467e-15	2.4133e-03	9.9759e-01	1.9720e-03	9.5911e-01	3.8919e-02	4.5335e-20	2.0446e-05	2.9730e-02	7.8408e-01	1.8267e-01	4.3499e-05	2.0290e-02	9.6040e-01	1.8890e-02	3.6829e-04	6.8047e-06	1.5001e-27	0.00e+00	0.00e+00	2.2702e+00
1.02591e+18	9.4453e+03	2.365e-19	2.1544e+02	2.3421e+02	1.7052e-15	2.6350e-03	9.9736e-01	2.0504e-03	9.6738e-01	3.0570e-02	5.8550e-20	2.2169e-05	3.0881e-02	7.8953e-01	1.7643e-01	5.0873e-05	2.1513e-02	9.6330e-01	1.4814e-02	3.2011e-04	5.0730e-06	2.0529e-27	0.00e+00	0.00e+00	2.5517e+00
1.10109e+18	9.5243e+03	2.392e-19	2.1544e+02	2.3404e+02	2.0086e-15	2.9062e-03	9.9709e-01	2.1290e-03	9.7341e-01	2.4457e-02	7.7311e-20	2.4112e-05	3.2116e-02	7.9493e-01	1.7010e-01	6.0559e-05	2.2953e-02	9.6496e-01	1.1735e-02	2.9059e-04	3.8312e-06	2.9033e-27	0.00e+00	0.00e+00	2.8355e+00
1.16656e+18	9.6190e+03	2.428e-19	2.1544e+02	2.3391e+02	2.3174e-15	3.1805e-03	9.9682e-01	2.2002e-03	9.7721e-01	2.0592e-02	1.0010e-19	2.5978e-05	3.3277e-02	7.9959e-01	1.6449e-01	7.1201e-05	2.4391e-02	9.6554e-01	9.7233e-03	2.7459e-04	3.0486e-06	4.0096e-27	0.00e+00	0.00e+00	3.0913e+00
1.22284e+18	9.7113e+03	2.466e-19	2.1544e+02	2.3380e+02	2.6348e-15	3.4496e-03	9.9655e-01	2.2655e-03	9.7978e-01	1.7950e-02	1.2710e-19	2.7769e-05	3.4388e-02	8.0376e-01	1.5937e-01	8.2511e-05	2.5796e-02	9.6554e-01	8.3150e-03	2.6485e-04	2.5165e-06	5.3951e-27	0.00e+00	0.00e+00	3.3420e+00
1.28429e+18	9.8149e+03	2.511e-19	2.1544e+02	2.3369e+02	3.0626e-15	3.7825e-03	9.9622e-01	2.3482e-03	9.8215e-01	1.5504e-02	1.6904e-19	3.0014e-05	3.5798e-02	8.0862e-01	1.5328e-01	9.7896e-05	2.7576e-02	9.6507e-01	6.9938e-03	2.5666e-04	2.0352e-06	7.6518e-27	0.00e+00	0.00e+00	3.6993e+00
1.34667e+18	9.9425e+03	2.568e-19	2.1544e+02	2.3356e+02	3.5558e-15	4.1720e-03	9.9583e-01	2.4376e-03	9.8392e-01	1.3639e-02	2.2777e-19	3.2463e-05	3.7324e-02	8.1351e-01	1.4702e-01	1.1783e-04	2.9712e-02	9.6396e-01	5.9531e-03	2.5110e-04	1.6613e-06	1.1019e-26	0.00e+00	0.00e+00	4.0130e+00
1.39438e+18	1.0049e+04	2.616e-19	2.1544e+02	2.3346e+02	4.0080e-15	4.5137e-03	9.9549e-01	2.5133e-03	9.8502e-01	1.2464e-02	2.9050e-19	3.4549e-05	3.8626e-02	8.1742e-01	1.4192e-01	1.3703e-04	3.1613e-02	9.6272e-01	5.2810e-03	2.4781e-04	1.4244e-06	1.4816e-26	0.00e+00	0.00e+00	4.2594e+00
1.43267e+18	1.0140e+04	2.654e-19	2.1544e+02	2.3337e+02	4.4204e-15	4.8140e-03	9.9519e-01	2.5820e-03	9.8581e-01	1.1609e-02	3.5663e-19	3.6384e-05	3.9781e-02	8.2066e-01	1.3762e-01	1.5539e-04	3.3323e-02	9.6149e-01	4.7878e-03	2.4553e-04	1.2560e-06	1.8977e-26	0.00e+00	0.00e+00	4.4980e+00
1.47459e+18	1.0217e+04	2.700e-19	2.1544e+02	2.3328e+02	5.0027e-15	5.1817e-03	9.9482e-01	2.6651e-03	9.8662e-01	1.0710e-02	4.5453e-19	3.8675e-05	4.1237e-02	8.2452e-01	1.3241e-01	1.7956e-04	3.5428e-02	9.5987e-01	4.2744e-03	2.4292e-04	1.0865e-06	2.5315e-26	0.00e+00	0.00e+00	4.8320e+00
1.52090e+18	1.0325e+04	2.751e-19	2.1544e+02	2.3318e+02	5.7038e-15	5.6289e-03	9.9437e-01	2.7597e-03	9.8735e-01	9.8859e-03	5.9688e-19	4.1350e-05	4.2931e-02	8.2868e-01	1.2666e-01	2.1186e-04	3.8059e-02	9.5769e-01	3.7925e-03	2.4064e-04	9.3004e-07	3.5012e-26	0.00e+00	0.00e+00	5.1782e+00
1.56191e+18	1.0402e+04	2.804e-19	2.1544e+02	2.3309e+02	6.5178e-15	6.0848e-03	9.9392e-01	2.8566e-03	9.8790e-01	9.2393e-03	7.7489e-19	4.4024e-05	4.4646e-02	8.3253e-01	1.2119e-01	2.4794e-04	4.0799e-02	9.5530e-01	3.4125e-03	2.3854e-04	8.0832e-07	4.7661e-26	0.00e+00	0.00e+00	5.4827e+00
1.59643e+18	1.0484e+04	2.845e-19	2.1544e+02	2.3298e+02	7.2502e-15	6.5028e-03	9.9350e-01	2.9454e-03	9.8830e-01	8.7509e-03	9.6977e-19	4.6459e-05	4.6208e-02	8.3572e-01	1.1651e-01	2.8427e-04	4.3390e-02	9.5297e-01	3.1194e-03	2.3700e-04	7.1760e-07	6.1949e-26	0.00e+00	0.00e+00	5.7679e+00
1.63351e+18	1.0564e+04	2.891e-19	2.1544e+02	2.3287e+02	8.2005e-15	6.9959e-03	9.9300e-01	3.0526e-03	9.8871e-01	8.2339e-03	1.2502e-18	4.9353e-05	4.8073e-02	8.3925e-01	1.1120e-01	3.3076e-04	4.6483e-02	9.5014e-01	2.8147e-03	2.3518e-04	6.2749e-07	8.3168e-26	0.00e+00	0.00e+00	6.1667e+00
