#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.22648e+14	1.2199e+04	2.695e-18	5.9948e+02	6.9954e+02	3.2238e-17	7.5380e-04	9.9925e-01	5.9335e-05	7.3227e-02	9.2671e-01	1.5350e-23	9.4528e-07	3.3297e-03	2.2048e-01	4.2239e-01	4.1345e-07	8.6130e-04	1.2216e-01	6.9050e-01	1.7577e-01	1.0415e-02	1.4078e-30	0.00e+00	0.00e+00	6.9972e-04
7.35889e+14	1.2181e+04	2.691e-18	5.9948e+02	6.9933e+02	3.2313e-17	7.5279e-04	9.9925e-01	5.9327e-05	7.3238e-02	9.2670e-01	1.5270e-23	9.3743e-07	3.3252e-03	2.2032e-01	4.2315e-01	4.1266e-07	8.6098e-04	1.2248e-01	6.9054e-01	1.7545e-01	1.0384e-02	1.4001e-30	0.00e+00	0.00e+00	3.4948e-03
3.18885e+15	1.2134e+04	2.682e-18	5.9948e+02	6.9928e+02	3.2576e-17	7.5125e-04	9.9925e-01	5.9579e-05	7.3528e-02	9.2641e-01	1.5355e-23	9.2397e-07	3.3432e-03	2.2162e-01	4.2478e-01	4.1395e-07	8.6542e-04	1.2389e-01	6.9059e-01	1.7411e-01	1.0257e-02	1.3971e-30	0.00e+00	0.00e+00	1.4653e-02
1.30007e+16	1.2007e+04	2.660e-18	5.9948e+02	6.9920e+02	3.3259e-17	7.4815e-04	9.9925e-01	6.0932e-05	7.5178e-02	9.2476e-01	1.5892e-23	9.0520e-07	3.4279e-03	2.2762e-01	4.2924e-01	4.2262e-07	8.8679e-04	1.2951e-01	6.9027e-01	1.6921e-01	9.8502e-03	1.3986e-30	0.00e+00	0.00e+00	5.9099e-02
3.10545e+16	1.1585e+04	2.580e-18	5.9948e+02	6.9916e+02	3.4423e-17	7.2345e-04	9.9928e-01	6.1604e-05	7.5932e-02	9.2401e-01	1.5122e-23	8.2766e-07	3.5279e-03	2.3555e-01	4.3790e-01	4.1250e-07	8.9610e-04	1.3801e-01	6.9094e-01	1.6062e-01	9.2857e-03	1.2328e-30	0.00e+00	0.00e+00	1.1497e-01
4.96524e+16	1.1202e+04	2.514e-18	5.9948e+02	6.9910e+02	3.4854e-17	6.9675e-04	9.9930e-01	6.2181e-05	7.7048e-02	9.2289e-01	1.3807e-23	7.7324e-07	3.6104e-03	2.4372e-01	4.4488e-01	3.9586e-07	8.9530e-04	1.4611e-01	6.9112e-01	1.5284e-01	8.8005e-03	1.0372e-30	0.00e+00	0.00e+00	1.5923e-01
6.54233e+16	1.0979e+04	2.479e-18	5.9948e+02	6.9900e+02	3.4971e-17	6.8006e-04	9.9932e-01	6.3427e-05	7.9101e-02	9.2084e-01	1.3200e-23	7.5536e-07	3.6939e-03	2.5178e-01	4.4931e-01	3.8998e-07	9.0524e-04	1.5368e-01	6.9005e-01	1.4674e-01	8.4014e-03	9.3513e-31	0.00e+00	0.00e+00	1.9721e-01
8.23914e+16	1.0840e+04	2.458e-18	5.9948e+02	6.9882e+02	3.4975e-17	6.7087e-04	9.9933e-01	6.6025e-05	8.2713e-02	9.1722e-01	1.3376e-23	7.6484e-07	3.8219e-03	2.6215e-01	4.5289e-01	3.9898e-07	9.3882e-04	1.6339e-01	6.8730e-01	1.4022e-01	7.9382e-03	8.9374e-31	0.00e+00	0.00e+00	2.4590e-01
1.04450e+17	1.0707e+04	2.437e-18	5.9948e+02	6.9852e+02	3.4783e-17	6.6063e-04	9.9934e-01	7.0084e-05	8.8387e-02	9.1154e-01	1.3819e-23	7.8702e-07	3.9974e-03	2.7643e-01	4.5650e-01	4.1521e-07	9.9160e-04	1.7742e-01	6.8216e-01	1.3188e-01	7.3530e-03	8.6196e-31	0.00e+00	0.00e+00	3.0824e-01
1.33126e+17	1.0590e+04	2.420e-18	5.9948e+02	6.9812e+02	3.4125e-17	6.4980e-04	9.9935e-01	7.6798e-05	9.7682e-02	9.0224e-01	1.4704e-23	8.3030e-07	4.2464e-03	2.9650e-01	4.5956e-01	4.4503e-07	1.0789e-03	1.9851e-01	6.7254e-01	1.2108e-01	6.6110e-03	8.4034e-31	0.00e+00	0.00e+00	3.8795e-01
1.70405e+17	1.0548e+04	2.405e-18	5.9948e+02	6.9723e+02	3.2139e-17	6.3714e-04	9.9936e-01	8.8096e-05	1.1353e-01	8.8638e-01	1.6170e-23	9.0052e-07	4.5838e-03	3.2414e-01	4.6112e-01	4.9769e-07	1.2256e-03	2.3167e-01	6.5416e-01	1.0711e-01	5.6821e-03	8.2874e-31	0.00e+00	0.00e+00	4.8956e-01
2.09511e+17	1.0578e+04	2.399e-18	5.9948e+02	6.9609e+02	2.8613e-17	6.1662e-04	9.9938e-01	1.0371e-04	1.3678e-01	8.6312e-01	1.7013e-23	9.6917e-07	4.9085e-03	3.5477e-01	4.5979e-01	5.5421e-07	1.4049e-03	2.7546e-01	6.2588e-01	9.2360e-02	4.7702e-03	7.8055e-31	0.00e+00	0.00e+00	5.7373e-01
2.40981e+17	1.0685e+04	2.407e-18	5.9948e+02	6.9467e+02	2.5284e-17	6.0048e-04	9.9940e-01	1.2204e-04	1.6431e-01	8.3557e-01	1.7990e-23	1.0347e-06	5.1836e-03	3.8151e-01	4.5666e-01	6.1909e-07	1.6041e-03	3.2165e-01	5.9285e-01	7.9762e-02	4.0292e-03	7.5754e-31	0.00e+00	0.00e+00	6.3479e-01
