#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
1.25078e+11	9.3130e+03	7.427e-16	1.2916e+04	1.3211e+04	2.1677e-12	7.4130e-02	9.2587e-01	7.0931e-02	8.2926e-01	9.9806e-02	4.5039e-13	1.5381e-02	5.9394e-01	3.8994e-01	7.4485e-04	8.3062e-02	8.4570e-01	7.1013e-02	2.2431e-04	7.1314e-07	1.1755e-36	1.5869e-20	0.00e+00	0.00e+00	1.5125e-03
7.50467e+11	9.3029e+03	7.379e-16	1.2916e+04	1.3135e+04	2.1504e-12	7.3635e-02	9.2637e-01	7.0562e-02	8.2913e-01	1.0030e-01	4.4079e-13	1.5217e-02	5.9283e-01	3.9120e-01	7.5291e-04	8.2470e-02	8.4574e-01	7.1565e-02	2.2742e-04	7.2521e-07	1.1755e-36	1.5367e-20	0.00e+00	0.00e+00	7.5220e-03
3.25202e+12	9.2906e+03	7.331e-16	1.2916e+04	1.3118e+04	2.1453e-12	7.3341e-02	9.2666e-01	7.0600e-02	8.2912e-01	1.0028e-01	4.3655e-13	1.5147e-02	5.9300e-01	3.9109e-01	7.5553e-04	8.2125e-02	8.4574e-01	7.1906e-02	2.2869e-04	7.2960e-07	1.1755e-36	1.5127e-20	0.00e+00	0.00e+00	3.1464e-02
1.32583e+13	9.2516e+03	7.234e-16	1.2916e+04	1.3115e+04	2.1827e-12	7.3307e-02	9.2669e-01	7.1158e-02	8.2929e-01	9.9552e-02	4.3747e-13	1.5183e-02	5.9478e-01	3.8928e-01	7.4931e-04	8.2095e-02	8.4557e-01	7.2109e-02	2.2670e-04	7.2385e-07	1.1755e-36	1.5081e-20	0.00e+00	0.00e+00	1.2719e-01
3.16697e+13	9.1146e+03	6.923e-16	1.2916e+04	1.3149e+04	2.1177e-12	7.0179e-02	9.2982e-01	7.1756e-02	8.2934e-01	9.8900e-02	3.9933e-13	1.4884e-02	5.9685e-01	3.8749e-01	7.7624e-04	7.8315e-02	8.4480e-01	7.6635e-02	2.4686e-04	7.7983e-07	1.1755e-36	1.3026e-20	0.00e+00	0.00e+00	2.4632e-01
5.56046e+13	9.0047e+03	6.691e-16	1.2916e+04	1.3171e+04	2.1272e-12	6.8659e-02	9.3134e-01	7.2624e-02	8.2945e-01	9.7925e-02	3.8273e-13	1.4817e-02	5.9975e-01	3.8465e-01	7.8245e-04	7.6501e-02	8.4429e-01	7.8958e-02	2.5389e-04	7.9784e-07	1.1755e-36	1.2083e-20	0.00e+00	0.00e+00	3.9783e-01
8.67200e+13	8.9087e+03	6.513e-16	1.2916e+04	1.3171e+04	2.2202e-12	6.8557e-02	9.3144e-01	7.3751e-02	8.2967e-01	9.6574e-02	3.8350e-13	1.4937e-02	6.0334e-01	3.8096e-01	7.6881e-04	7.6398e-02	8.4387e-01	7.9480e-02	2.4845e-04	7.8165e-07	1.1755e-36	1.1960e-20	0.00e+00	0.00e+00	5.9451e-01
1.27170e+14	8.8508e+03	6.383e-16	1.2916e+04	1.3149e+04	2.3977e-12	7.0126e-02	9.2987e-01	7.5160e-02	8.3001e-01	9.4826e-02	4.0503e-13	1.5299e-02	6.0769e-01	3.7627e-01	7.3237e-04	7.8322e-02	8.4376e-01	7.7693e-02	2.2855e-04	7.2679e-07	1.1755e-36	1.2801e-20	0.00e+00	0.00e+00	8.5605e-01
1.76132e+14	8.8135e+03	6.318e-16	1.2916e+04	1.3107e+04	2.7135e-12	7.3656e-02	9.2634e-01	7.6915e-02	8.3036e-01	9.2728e-02	4.5347e-13	1.5912e-02	6.1294e-01	3.7047e-01	6.7544e-04	8.2606e-02	8.4348e-01	7.3719e-02	1.9754e-04	6.4175e-07	1.1755e-36	1.4934e-20	0.00e+00	0.00e+00	1.1696e+00
2.27080e+14	8.8201e+03	6.318e-16	1.2916e+04	1.3030e+04	3.1476e-12	7.9025e-02	9.2098e-01	7.8722e-02	8.3045e-01	9.0829e-02	5.3085e-13	1.6712e-02	6.1813e-01	3.6454e-01	6.0907e-04	8.9110e-02	8.4272e-01	6.8002e-02	1.6249e-04	5.4558e-07	1.1755e-36	1.8660e-20	0.00e+00	0.00e+00	1.4900e+00
